SYMBOL
CD4
FGF4
NGFR
FGF20
FGF22
AMH
TGFB1
EPOR
PIK3R2
HGF
TNFSF8
CSF3
RPS6KB1
CCL2
CD38
IL2
CCND1
FGF6
IFNG
IL4
IL5
SKP1
EGR1
FLT3
BMP4
LIF
CLEC11A
CMA1
BMP15
EPO
KRAS
PDGFRA
CCL27
POU5F1
PDGFRB
FLT4
CD33
ITGA2B
TYR
IL1A
IL1B
IL7
KDR
PIK3CA
CBL
FGF2
IL11
STAT3
FGF10
EGF
LGR5
ERBB3
FGF7
TP53
ERBB2
IL9
FGF18
EGFR
NTRK2
FER
FLT1
GRAP
THY1
CSF1R
KIT
CCR2
CCR5
FGFR4
STAT5B
TPCN2
FGF19
VCAM1
ALB
ANXA5
IL15
SLC45A2
IL3
CSF2
AXL
INSR
IL13
IL7R
CXCL8
CD34
FGF5
LEP
CD19
MET
FGF8
CSF1
IL3RA
CADM1
FES
FGF3
EDN3
GRAP2
FOXO3
FGFR3
STAT5A
SLC24A5
ERBB4
TPSAB1
SH2B3
GATA2
ATP7A
OCA2
FYN
FN1
NF1
EPHA2
FUT4
FGF17
GYPA
STAT1
GAB2
FCGR3A
NES
IL6R
NGF
NRAS
PSMA7
PTEN
MMP9
ABL1
MPL
DBNDD2
CCND3
SRC
TLR4
BAK1
GATA1
EDNRB
GDF9
TEK
IRF4
TEC
JAK2
DMRT1
FGF9
TYRP1
TFRC
GRB2
IGF1
MATK
CXCL12
BMP7
CYP19A1
GAPDH
INS
SOCS6
FKBP1A
IL6
CD8A
CXCR4
CHEK1
PTPN6
MITF
IGF2
DCT
FGFR1
CD44
TNF
FGF16
GRB7
HRAS
PRKCA
GDNF
FGFR2
PTPRC
IL10
PROM1
PIK3R1
ANGPT1
LYN
RPS20
NTRK1
SLC24A4
FCGR3B
SLAMF1
SH2B2
MC1R
AKT1
ASIP
PECAM1
YES1
FLT3LG
RPS19
VAV1
CCL5
LCK
CCL3
CD48
PTPN11
EFNB2
GRB10
THPO
DHH
SOCS1
ITGAM
IGF1R
ABL1
AKT1
ALB
AMH
ANGPT1
ANXA5
ASIP
ATP7A
AXL
BAK1
BMP15
BMP4
BMP7
CADM1
CBL
CCL2
CCL27
CCL3
CCL5
CCND1
CCND3
CCR2
CCR5
CD19
CD33
CD34
CD38
CD4
CD44
CD48
CD8A
CHEK1
CLEC11A
CMA1
CSF1
CSF1R
CSF2
CSF3
CXCL12
CXCL8
CXCR4
CYP19A1
DBNDD2
DCT
DHH
DMRT1
EDN3
EDNRB
EFNB2
EGF
EGFR
EGR1
EPHA2
EPO
EPOR
ERBB2
ERBB3
ERBB4
FCGR3A
FCGR3B
FER
FES
FGF10
FGF16
FGF17
FGF18
FGF19
FGF2
FGF20
FGF22
FGF3
FGF4
FGF5
FGF6
FGF7
FGF8
FGF9
FGFR1
FGFR2
FGFR3
FGFR4
FKBP1A
FLT1
FLT3
FLT3LG
FLT4
FN1
FOXO3
FUT4
FYN
GAB2
GAPDH
GATA1
GATA2
GDF9
GDNF
GRAP
GRAP2
GRB10
GRB2
GRB7
GYPA
HGF
HRAS
IFNG
IGF1
IGF1R
IGF2
IL10
IL11
IL13
IL15
IL1A
IL1B
IL2
IL3
IL3RA
IL4
IL5
IL6
IL6R
IL7
IL7R
IL9
INS
INSR
IRF4
ITGA2B
ITGAM
JAK2
KDR
KIT
KRAS
LCK
LEP
LGR5
LIF
LYN
MATK
MC1R
MET
MITF
MMP9
MPL
NES
NF1
NGF
NGFR
NRAS
NTRK1
NTRK2
OCA2
PDGFRA
PDGFRB
PECAM1
PIK3CA
PIK3R1
PIK3R2
POU5F1
PRKCA
PROM1
PSMA7
PTEN
PTPN11
PTPN6
PTPRC
RPS19
RPS20
RPS6KB1
SH2B2
SH2B3
SKP1
SLAMF1
SLC24A4
SLC24A5
SLC45A2
SOCS1
SOCS6
SRC
STAT1
STAT3
STAT5A
STAT5B
TEC
TEK
TFRC
TGFB1
THPO
THY1
TLR4
TNF
TNFSF8
TP53
TPCN2
TPSAB1
TYR
TYRP1
VAV1
VCAM1
YES1
