SYMBOL
SNAI2
CTSG
GZMH
TIMP1
MMP2
POLR2C
SFRP1
TGFB1
COMP
HGF
SERPINE1
C5
CCL2
COL1A1
VTN
NFKB1
CCND1
LOX
LTF
IGFBP2
IGFBP5
CTSD
EGR1
GHSR
LRP1
CD93
PXDN
GDF15
RARA
LGALS3
CRP
KRAS
MDM2
THBS1
EPYC
CSNK1A1
TIMP2
IL1A
IL1B
BCHE
FGF2
WNT5A
STAT3
VCAN
EGF
TIMP3
LUM
FGF7
TP53
ERBB2
IGFBP4
EGFR
IGFBP1
NONO
GNRH1
IL18
FLT1
SST
PPARG
PSMB4
STAT5B
IGFBP7
ALB
PTX3
CXCL5
COL1A2
MMP3
KLK1
IGFBP6
PRL
HSPA4
HSPB3
INSR
IRS1
CXCL10
CXCL8
F2
PLG
PPARD
VEGFB
PROP1
LEP
GH1
PRKDC
KLK2
KLK3
CLU
CSH1
GHRHR
FAM20C
MMP1
A2M
HSPA5
FLII
PEG3
BGN
P4HB
KRT7
PDGFB
CTHRC1
PAPPA
IL1R2
GH2
F3
GHRL
NLRP3
TUBB
CAV1
PLAUR
PDGFA
HNRNPA2B1
FN1
IGF2R
SFPQ
CCL20
TGFBR2
VEGFA
CXCL9
KRT19
THBS2
PARP1
LEFTY2
TGFB2
PTGS2
PAPPA2
SERPINC1
CCN2
BGLAP
ADAM12
ECM1
RBMX
GADD45A
PTEN
MMP9
PLAU
ANGPTL2
VSTM2L
GHRH
UQCC1
AR
HSPA1B
HSPA1A
IRS2
THBD
PODXL
BMP2
NEDD9
POSTN
SHBG
TMSB4X
PDIA6
FAM20A
COL17A1
SPP1
KLK13
KRT8
CTNNB1
GCG
GPER1
TYRP1
VEGFC
CCN1
PTH
POMC
KLF6
FPR2
ELAVL1
GAPDH
CDKN2A
BCL2
FHL2
TNF
P4HA2
MYC
TGFBI
CDKN1A
CCK
ESR1
LTBP1
ADIPOQ
JAK2
LOXL2
AREG
HIF1A
NR4A1
ACTB
CXCL12
AKT1
EWSR1
CSH2
IL6
CD44
GHR
RXRA
IGF1R
TMEM219
INS
IGFALS
IGF2
IGF1
A2M
ACTB
ADAM12
ADIPOQ
AKT1
ALB
ANGPTL2
AR
AREG
BCHE
BCL2
BGLAP
BGN
BMP2
C5
CAV1
CCK
CCL2
CCL20
CCN1
CCN2
CCND1
CD44
CD93
CDKN1A
CDKN2A
CLU
COL17A1
VEGFA
COL1A1
COL1A2
COMP
CRP
CSH1
CSH2
CSNK1A1
CTHRC1
CTNNB1
CTSD
CTSG
CXCL10
CXCL12
CXCL5
CXCL8
CXCL9
ECM1
EGF
EGFR
EGR1
ELAVL1
EPYC
ERBB2
ESR1
EWSR1
F2
F3
FAM20A
FAM20C
FGF2
FGF7
FHL2
FLII
FLT1
FN1
FPR2
GADD45A
GAPDH
GCG
GDF15
GH1
GH2
GHR
GHRH
GHRHR
GHRL
GHSR
GNRH1
GPER1
GZMH
HGF
HIF1A
HNRNPA2B1
HSPA1A
HSPA1B
HSPA4
HSPA5
HSPB3
IGF1
IGF1R
IGF2
IGF2R
IGFALS
IGFBP1
IGFBP2
IGFBP4
IGFBP5
IGFBP6
IGFBP7
IL18
IL1A
IL1B
IL1R2
IL6
INS
INSR
IRS1
IRS2
JAK2
KLF6
KLK1
KLK13
KLK2
KLK3
KRAS
KRT19
KRT7
KRT8
LEFTY2
LEP
LGALS3
LOX
LOXL2
LRP1
LTBP1
LTF
LUM
MDM2
MMP1
MMP2
MMP3
MMP9
MYC
NEDD9
NFKB1
NLRP3
NONO
NR4A1
P4HA2
P4HB
PAPPA
PAPPA2
PARP1
PDGFA
PDGFB
PDIA6
PEG3
PLAU
PLAUR
PLG
PODXL
POLR2C
POMC
POSTN
PPARD
PPARG
PRKDC
PRL
PROP1
PSMB4
PTEN
PTGS2
PTH
PTX3
PXDN
RARA
RBMX
RXRA
SERPINC1
SERPINE1
SFPQ
SFRP1
SHBG
SNAI2
SPP1
SST
STAT3
STAT5B
TGFB1
TGFB2
TGFBI
TGFBR2
THBD
THBS1
THBS2
TIMP1
TIMP2
TIMP3
TMEM219
TMSB4X
TNF
TP53
TUBB
TYRP1
UQCC1
VCAN
VEGFB
VEGFC
VSTM2L
VTN
WNT5A
